created_at,updated_at,deleted_at,status,version,city,state,neighborhood,last_date_purchase,average_ticket,items_quantity,all_revenue,all_orders,recency,marketing_source
07/09/18 11:15 PM,01/14/21 11:23 AM,,active,3.28.8, Nunes do Campo,TO,Carmo,01/14/21 11:23 AM,223.093369473452,3,1561.65358631416,7,35,crm
05/29/16 11:19 AM,01/17/21 11:23 AM,,active,2.20.9, Melo,GO,Vila Sumaré,01/17/21 11:23 AM,213.112156191886,5,1704.89724953509,8,32,none
10/19/18 02:18 AM,01/04/21 11:23 AM,,active,4.25.3, Cardoso,PI,Vila Nova Cachoeirinha 3ª Seção,01/04/21 11:23 AM,221.875326570928,4,665.625979712784,3,45,crm
07/30/18 11:37 PM,01/20/21 11:23 AM,,active,3.37.12, Ramos Paulista,BA,Vista Do Sol,01/20/21 11:23 AM,207.373690950069,7,1244.24214570042,6,29,telegram_whatsapp
05/07/19 03:14 PM,01/15/21 11:23 AM,,active,5.36.4, Caldeira de Goiás,RS,Corumbiara,01/15/21 11:23 AM,178.22025700257,9,1603.98231302313,9,34,paid_search
07/28/19 11:53 AM,01/20/21 11:23 AM,,active,4.43.5, Nascimento,MS,Conjunto Santa Maria,01/20/21 11:23 AM,195.822698365527,9,1174.93619019316,6,29,direct
07/28/19 12:44 PM,01/07/21 11:23 AM,,active,5.-6.9, Rodrigues,BA,Colégio Batista,01/07/21 11:23 AM,214.188466220418,11,1285.13079732251,6,42,organic_search
09/18/19 11:31 AM,01/17/21 11:23 AM,,active,4.31.4, Pires,PB,Santa Margarida,01/17/21 11:23 AM,224.118595049767,9,896.474380199068,4,32,direct
03/09/19 04:31 AM,01/13/21 11:23 AM,,active,5.22.7, Gomes Grande,PI,Vila Atila De Paiva,01/13/21 11:23 AM,194.147675283091,9,2135.624428114,11,36,organic_search
04/08/20 06:44 AM,01/12/21 11:23 AM,,active,3.45.7, Cunha,TO,Vila Nova Gameleira 3ª Seção,01/12/21 11:23 AM,232.081739733236,5,2320.81739733236,10,37,organic_search
09/14/19 04:38 PM,01/14/21 11:23 AM,,active,4.27.14, Nogueira da Serra,PB,Vila Jardim Montanhes,01/14/21 11:23 AM,192.557866682675,4,962.789333413377,5,35,paid_search
10/30/19 02:26 AM,01/06/21 11:23 AM,,active,3.27.7, Viana,MT,Distrito Industrial Do Jatoba,01/06/21 11:23 AM,168.939866023489,14,506.819598070467,3,43,organic_search
02/03/20 10:05 PM,01/19/21 11:23 AM,,paused,4.32.8, Pereira,DF,Jonas Veiga,01/19/21 11:23 AM,227.629980732923,18,0.0,0,30,crm
08/17/19 03:03 AM,01/13/21 11:23 AM,,paused,3.30.5, Novaes,TO,Lourdes,01/13/21 11:23 AM,205.20207622368,5,1231.21245734208,6,36,paid_search
05/22/20 11:14 PM,01/18/21 11:23 AM,,active,4.18.10, Mendes do Campo,BA,Novo Tupi,01/18/21 11:23 AM,213.274857075215,10,1706.19885660172,8,31,organic_search
02/23/16 09:49 AM,01/20/21 11:23 AM,,active,4.31.3, Nascimento das Flores,AM,Vila Tirol,01/20/21 11:23 AM,215.819831494403,7,2374.01814643844,11,29,none
08/22/18 11:16 AM,01/24/21 11:23 AM,,active,3.32.4, Rocha de da Cunha,MT,Vila São João Batista,01/24/21 11:23 AM,211.078412782783,10,1055.39206391392,5,25,paid_search
03/10/18 04:53 AM,01/11/21 11:23 AM,,active,4.42.7, Martins,AC,Beira Linha,01/11/21 11:23 AM,209.881150084181,4,2308.69265092599,11,38,organic_search
05/06/20 03:42 PM,01/19/21 11:23 AM,,active,3.51.9, Rocha Paulista,AL,Mantiqueira,01/19/21 11:23 AM,215.489731741984,15,1939.40758567786,9,30,direct
10/19/20 09:24 AM,01/19/21 11:23 AM,,active,4.24.10, Teixeira,RR,Santa Rita,01/19/21 11:23 AM,235.834423046604,8,707.503269139811,3,30,telegram_whatsapp
07/13/16 01:48 AM,01/19/21 11:23 AM,,active,4.31.5, Lopes,MT,Vila Madre Gertrudes 2ª Seção,01/19/21 11:23 AM,233.647954636118,8,1635.53568245282,7,30,telegram_whatsapp
09/17/16 04:59 AM,01/03/21 11:23 AM,,active,3.12.9, Santos do Galho,PB,Cruzeiro,01/03/21 11:23 AM,232.375728810795,11,1161.87864405398,5,46,crm
12/29/19 12:54 AM,01/18/21 11:23 AM,,active,4.19.8, Silva,MG,Miramar,01/18/21 11:23 AM,184.328026445238,9,184.328026445238,1,31,organic_search
07/14/16 02:38 PM,07/07/20 03:46 AM,07/07/20 03:46 AM,canceled,2.11.12, Lima,MT,Aeroporto,03/09/19 06:14 AM,217.853726165543,8,2396.39098782097,11,712,organic_search
12/29/20 06:04 AM,01/07/21 11:23 AM,,active,3.4.7, Jesus da Serra,RR,São Francisco,01/07/21 11:23 AM,271.683904097284,10,271.683904097284,1,42,paid_search
07/31/18 02:49 AM,01/19/21 11:23 AM,,active,3.33.7, Cardoso,MT,Vila Maria,01/19/21 11:23 AM,218.092755885173,4,1308.55653531104,6,30,organic_search
02/18/19 02:09 AM,01/12/21 11:23 AM,,active,3.45.18, Cardoso,SE,Jatobá,01/12/21 11:23 AM,223.171396242449,12,2454.88535866694,11,37,crm
07/31/20 05:33 PM,01/19/21 11:23 AM,,active,3.25.6, Pinto,MG,Barão Homem De Melo 3ª Seção,01/19/21 11:23 AM,210.397821655395,14,1262.38692993237,6,30,organic_search
10/10/20 05:25 AM,01/20/21 11:23 AM,,active,3.23.8, Souza do Oeste,RN,São Gabriel,01/20/21 11:23 AM,177.107384136121,4,708.429536544483,4,29,direct
02/13/21 11:42 PM,01/12/21 11:23 AM,,active,3.29.5, Araújo,MS,Vitoria Da Conquista,01/12/21 11:23 AM,217.299239861201,7,0.0,0,37,organic_search
11/02/17 01:08 PM,01/06/21 11:23 AM,,active,3.47.6, Cavalcanti,RS,Conjunto Jatoba,01/06/21 11:23 AM,212.068840483656,6,636.206521450967,3,43,organic_search
08/31/20 08:07 PM,01/06/21 11:23 AM,,active,3.13.6, da Cunha,RR,Jardim Alvorada,01/06/21 11:23 AM,205.016812892637,11,1025.08406446318,5,43,direct
11/07/19 09:52 AM,01/11/21 11:23 AM,,active,3.16.9, Almeida do Galho,RS,Vila Nova Cachoeirinha 3ª Seção,01/11/21 11:23 AM,229.986258386973,8,689.958775160919,3,38,direct
07/06/17 04:22 AM,01/14/21 11:23 AM,,active,4.43.2, da Paz,PB,Liberdade,01/14/21 11:23 AM,212.583803360509,11,1488.08662352356,7,35,paid_search
06/02/20 06:23 AM,01/14/21 11:23 AM,,active,4.20.6, Teixeira,MA,Vila Da Paz,01/14/21 11:23 AM,250.467447310924,6,2003.73957848739,8,35,direct
10/08/17 05:52 PM,01/19/21 11:23 AM,,active,3.37.9, Silveira de da Rocha,PE,Oeste,01/19/21 11:23 AM,215.873332594747,3,863.493330378989,4,30,crm
02/23/17 10:25 AM,06/26/17 03:14 PM,06/26/17 03:14 PM,canceled,2.19.11, da Cruz do Oeste,PR,Serrano,05/17/17 09:52 AM,204.163264431765,3,816.65305772706,4,1373,organic_search
09/24/17 06:29 AM,01/15/21 11:23 AM,,active,3.17.8, Aragão do Oeste,BA,Concórdia,01/15/21 11:23 AM,214.552820030811,6,858.211280123244,4,34,telegram_whatsapp
11/16/19 05:45 PM,01/15/21 11:23 AM,,paused,3.2.1, Duarte do Galho,DF,Solimoes,01/15/21 11:23 AM,243.67505899697,7,731.025176990911,3,34,direct
09/13/17 12:42 PM,01/21/21 11:23 AM,,active,2.39.6, Correia de da Luz,SC,Xangri-Lá,01/21/21 11:23 AM,236.614130335893,11,1183.07065167947,5,28,paid_search
11/12/18 09:11 AM,01/16/21 11:23 AM,,active,5.12.2, Monteiro de da Luz,SP,Casa Branca,01/16/21 11:23 AM,247.333459851051,6,742.000379553152,3,33,telegram_whatsapp
02/17/19 03:41 PM,01/19/21 11:23 AM,,paused,4.48.15, da Luz do Oeste,MT,Flavio De Oliveira,01/19/21 11:23 AM,229.249840497076,1,0.0,0,30,organic_search
08/06/16 05:33 AM,01/21/21 11:23 AM,,active,4.39.5, da Rosa de Pinto,PI,Vila Santo Antônio,01/21/21 11:23 AM,249.623426260829,9,1497.74055756497,6,28,crm
10/30/19 04:30 AM,04/11/20 04:15 PM,04/11/20 04:15 PM,canceled,2.36.11, Fogaça do Galho,PB,Granja Werneck,11/08/19 09:55 PM,248.900239845221,7,1244.50119922611,5,467,organic_search
05/19/18 05:56 AM,01/05/21 11:23 AM,,active,3.36.11, Teixeira,MS,Vila Nova,01/05/21 11:23 AM,208.893229996387,5,1671.1458399711,8,44,direct
05/25/16 11:53 PM,01/12/21 11:23 AM,,active,4.20.9, Novaes das Pedras,MA,Candelaria,01/12/21 11:23 AM,204.036435716021,7,1632.29148572817,8,37,organic_search
12/25/18 09:48 PM,01/13/21 11:23 AM,,active,1.37.11, da Cunha,SC,Vila Nova,01/13/21 11:23 AM,213.405095023097,8,213.405095023097,1,36,organic_search
03/14/17 06:10 PM,01/23/21 11:23 AM,,active,3.5.7, da Luz,CE,Vila São Gabriel,01/23/21 11:23 AM,232.779771615949,12,2560.57748777544,11,26,crm
08/20/19 01:52 AM,01/13/21 11:23 AM,,active,2.14.5, Almeida,RO,Coração De Jesus,01/13/21 11:23 AM,186.161633822557,7,930.808169112783,5,36,paid_search
06/14/16 10:10 AM,01/13/21 11:23 AM,,active,3.17.9, das Neves do Norte,AL,Mangabeiras,01/13/21 11:23 AM,211.167031806769,5,1689.33625445415,8,36,direct
01/31/20 01:39 AM,01/06/21 11:23 AM,,active,3.46.9, Castro de Cunha,GO,Vila Nova Cachoeirinha 1ª Seção,01/06/21 11:23 AM,229.051720584986,10,0.0,0,43,telegram_whatsapp
05/06/19 02:14 PM,01/17/21 11:23 AM,,active,4.15.4, Jesus Alegre,BA,Vila Suzana Primeira Seção,01/17/21 11:23 AM,231.934534529094,7,2087.41081076184,9,32,crm
04/02/17 02:08 AM,01/08/21 11:23 AM,,active,4.13.14, da Rocha de Costela,MA,Funcionários,01/08/21 11:23 AM,172.183158657412,7,1721.83158657412,10,41,direct
05/23/18 09:55 AM,01/10/21 11:23 AM,,active,1.19.6, da Rosa Grande,SE,Vila Jardim Montanhes,01/10/21 11:23 AM,224.949223436543,3,1799.59378749234,8,39,organic_search
09/12/20 09:45 PM,01/06/21 11:23 AM,,active,4.36.3, Vieira,SE,Monte São José,01/06/21 11:23 AM,254.505405998597,5,1272.52702999299,5,43,organic_search
02/09/19 07:17 PM,01/12/21 11:23 AM,,active,6.24.8, Costela,MS,Europa,01/12/21 11:23 AM,238.711405613321,3,0.0,0,37,none
10/19/16 05:38 PM,01/06/21 11:23 AM,,active,3.22.6, Teixeira da Mata,PA,Centro,01/06/21 11:23 AM,245.124145801434,10,735.372437404302,3,43,organic_search
02/08/21 09:05 AM,01/01/21 11:23 AM,,active,4.13.10, Ferreira do Norte,BA,Bandeirantes,01/01/21 11:23 AM,190.029149479768,11,0.0,0,48,crm
06/08/18 03:46 PM,01/12/21 11:23 AM,,paused,2.23.8, Silveira,MS,Tupi B,01/12/21 11:23 AM,224.814970552393,1,1798.51976441914,8,37,direct
07/09/18 05:58 PM,01/17/21 11:23 AM,,active,4.32.8, Ramos,MG,Varzea Da Palma,01/17/21 11:23 AM,231.046095377063,2,1617.32266763944,7,32,telegram_whatsapp
11/13/17 05:44 PM,01/02/21 11:23 AM,,active,5.19.1, Costa,RR,Vila Betânia,01/02/21 11:23 AM,226.492680881867,12,679.478042645601,3,47,paid_search
01/27/20 09:23 AM,01/17/21 11:23 AM,,active,3.38.5, Ferreira,TO,Carlos Prates,01/17/21 11:23 AM,215.342005409309,7,0.0,0,32,organic_search
09/28/16 11:14 PM,01/24/21 11:23 AM,,active,3.16.10, da Rosa de Minas,RJ,Céu Azul,01/24/21 11:23 AM,209.738833441608,8,838.95533376643,4,25,telegram_whatsapp
03/11/17 06:53 AM,01/18/21 11:23 AM,,active,3.36.5, Pinto do Amparo,ES,Ápia,01/18/21 11:23 AM,233.100056882582,9,2564.10062570841,11,31,direct
12/06/20 09:48 PM,01/06/21 11:23 AM,,active,4.46.9, Campos,DF,Parque São Pedro,01/06/21 11:23 AM,189.982806321787,8,379.965612643574,2,43,organic_search
10/12/17 11:05 AM,01/12/21 11:23 AM,,active,5.29.8, da Mota,MG,Vila Madre Gertrudes 2ª Seção,01/12/21 11:23 AM,222.235511741919,8,888.942046967677,4,37,telegram_whatsapp
02/02/17 04:28 AM,01/18/21 11:23 AM,,active,1.9.10, Duarte,PR,Bernadete,01/18/21 11:23 AM,199.450551955127,8,0.0,0,31,organic_search
05/27/18 11:54 AM,01/24/21 11:23 AM,,active,2.25.5, da Paz,AL,Providencia,01/24/21 11:23 AM,225.179665544323,7,1801.43732435458,8,25,organic_search
07/20/20 09:51 AM,01/28/21 11:23 AM,,active,4.10.8, Santos,AM,Vila Ouro Minas,01/28/21 11:23 AM,225.015897058093,9,1350.09538234856,6,21,crm
06/18/18 07:21 PM,01/16/21 11:23 AM,,active,2.32.7, Martins dos Dourados,PB,Jardim Atlântico,01/16/21 11:23 AM,215.332240090783,8,1507.32568063548,7,33,crm
03/06/18 07:21 PM,01/21/21 11:23 AM,,active,6.40.9, Barros,RO,Rio Branco,01/21/21 11:23 AM,226.35466513399,6,2489.9013164739,11,28,paid_search
03/19/16 03:16 PM,01/17/21 11:23 AM,,paused,5.26.8, Pires do Amparo,PA,Pindorama,01/17/21 11:23 AM,237.149353487964,9,2371.49353487964,10,32,paid_search
11/28/17 06:13 PM,01/13/21 11:23 AM,,active,4.19.6, Cavalcanti,RS,Mangueiras,01/13/21 11:23 AM,211.756232446165,7,423.51246489233,2,36,direct
03/21/19 09:30 AM,01/25/21 11:23 AM,,active,3.26.9, Pires,AP,Alto Caiçaras,01/25/21 11:23 AM,248.366025629366,5,2483.66025629366,10,24,paid_search
09/25/16 10:04 PM,01/11/21 11:23 AM,,active,4.31.2, da Luz,SE,Ouro Preto,01/11/21 11:23 AM,271.064744089759,12,1084.25897635904,4,38,crm
05/12/19 11:07 AM,01/13/21 11:23 AM,,paused,5.32.11, Lopes de Minas,RJ,Vale Do Jatoba,01/13/21 11:23 AM,252.39522384601,7,2271.55701461409,9,36,organic_search
02/05/20 04:30 AM,01/18/21 11:23 AM,,active,3.26.13, da Mata das Flores,AL,Petropolis,01/18/21 11:23 AM,240.0142202583,5,0.0,0,31,organic_search
06/09/18 08:22 PM,01/17/21 11:23 AM,,active,2.29.10, Silveira,CE,Vale Do Jatoba,01/17/21 11:23 AM,194.072313939344,11,1552.57851151475,8,32,direct
04/12/20 05:33 PM,01/13/21 11:23 AM,,active,4.39.4, Novaes dos Dourados,SC,Universitário,01/13/21 11:23 AM,203.075347372128,7,2030.75347372128,10,36,organic_search
05/17/20 07:11 AM,01/20/21 11:23 AM,,active,2.45.8, Campos Grande,RS,Vila Copasa,01/20/21 11:23 AM,214.954366984376,13,1934.58930285938,9,29,organic_search
07/15/16 03:59 PM,01/15/21 11:23 AM,,active,3.32.16, Cunha,ES,Vila São Geraldo,01/15/21 11:23 AM,269.823431192218,5,1888.76401834553,7,34,direct
03/15/17 09:34 AM,01/04/21 11:23 AM,,active,3.13.4, Costa de Cardoso,MS,Vila Havaí,01/04/21 11:23 AM,200.807970463779,7,2208.88767510157,11,45,crm
11/14/17 12:18 PM,01/05/21 11:23 AM,,paused,3.30.10, Rodrigues do Sul,MG,Ipiranga,01/05/21 11:23 AM,199.878824854585,5,599.636474563755,3,44,organic_search
02/14/17 01:39 AM,01/19/21 11:23 AM,,active,4.49.12, Teixeira do Amparo,AC,Vila De Sá,01/19/21 11:23 AM,245.209141779538,2,0.0,0,30,telegram_whatsapp
07/29/17 01:40 AM,01/15/21 11:23 AM,,active,4.26.10, Almeida,SC,Coqueiros,01/15/21 11:23 AM,183.872930255112,4,1103.23758153068,6,34,telegram_whatsapp
05/31/20 01:41 AM,01/11/21 11:23 AM,,active,3.7.8, da Cruz de Moura,GO,Vila Engenho Nogueira,01/11/21 11:23 AM,185.375896871845,8,1483.00717497476,8,38,organic_search
01/05/21 06:00 AM,01/20/21 11:23 AM,,active,2.22.10, Moreira da Praia,RO,Carmo,01/20/21 11:23 AM,235.884977682643,1,235.884977682643,1,29,paid_search
04/13/20 02:44 AM,01/18/21 11:23 AM,,active,4.33.7, Porto do Campo,SC,Marieta 2ª Seção,01/18/21 11:23 AM,224.69541088127,8,2246.9541088127,10,31,direct
07/14/18 01:09 AM,01/07/21 11:23 AM,,active,3.31.11, Farias,RO,Comiteco,01/07/21 11:23 AM,272.354253161766,10,1906.47977213236,7,42,organic_search
11/12/16 12:31 PM,01/13/21 11:23 AM,,paused,4.50.8, Campos,AM,Vila Maria,01/13/21 11:23 AM,213.641693543012,4,640.925080629036,3,36,paid_search
11/01/17 03:03 PM,01/11/21 11:23 AM,,active,4.18.5, Fogaça de Ribeiro,DF,Unidas,01/11/21 11:23 AM,200.261714010718,9,600.785142032153,3,38,paid_search
09/20/18 10:01 AM,04/30/19 03:51 AM,04/30/19 03:51 AM,canceled,3.25.10, Peixoto do Campo,RR,Vila Suzana Segunda Seção,10/26/18 11:03 AM,212.681499983667,6,1488.77049988567,7,846,none
11/01/18 10:25 AM,01/11/21 11:23 AM,,paused,3.-7.12, Cavalcanti da Prata,AC,Glória,01/11/21 11:23 AM,217.001067528539,11,651.003202585617,3,38,crm
08/28/16 09:07 PM,01/10/21 11:23 AM,,active,3.21.12, da Costa Grande,MG,Ouro Minas,01/10/21 11:23 AM,228.392210152722,11,1141.96105076361,5,39,organic_search
01/11/17 08:32 PM,01/07/21 11:23 AM,,active,5.35.9, Souza de da Rocha,SE,Universitário,01/07/21 11:23 AM,243.493372259686,8,243.493372259686,1,42,organic_search
04/02/19 09:03 PM,09/01/20 10:09 AM,09/01/20 10:09 AM,canceled,2.-4.3, Cunha,PB,Itaipu,05/13/19 11:33 AM,220.177711847938,7,880.710847391753,4,646,crm
09/10/17 06:37 AM,09/01/19 02:31 AM,09/01/19 02:31 AM,canceled,5.26.8, Nunes de Farias,RR,Vila Madre Gertrudes 3ª Seção,11/19/17 12:42 AM,223.491044625755,8,2458.4014908833,11,1187,telegram_whatsapp
04/26/20 07:28 AM,01/17/21 11:23 AM,,active,4.32.3, da Luz Paulista,MS,Canaa,01/17/21 11:23 AM,228.465774657366,8,2056.19197191629,9,32,direct
09/06/16 10:11 PM,01/14/21 11:23 AM,,active,4.29.11, Rodrigues Alegre,AC,Leticia,01/14/21 11:23 AM,235.41313277626,7,1177.0656638813,5,35,paid_search
06/15/18 11:32 AM,01/13/21 11:23 AM,,paused,4.14.3, Aragão da Mata,RS,São Francisco,01/13/21 11:23 AM,234.69770200141,7,1877.58161601128,8,36,paid_search
01/17/20 11:49 PM,01/19/21 11:23 AM,,active,4.45.10, Nogueira,AC,Vila São Dimas,01/19/21 11:23 AM,188.709844173726,8,188.709844173726,1,30,direct
09/19/17 08:08 PM,01/14/21 11:23 AM,,active,4.32.12, Nogueira da Praia,AL,Vila São Dimas,01/14/21 11:23 AM,191.536196368425,12,766.144785473702,4,35,paid_search
05/08/17 12:52 PM,01/23/21 11:23 AM,,active,3.25.8, Castro de Minas,RS,Independência,01/23/21 11:23 AM,237.449164052398,11,2137.04247647159,9,26,paid_search
08/01/20 09:54 AM,01/06/21 11:23 AM,,active,3.20.10, Jesus,PE,Vila Do Pombal,01/06/21 11:23 AM,230.475199084602,9,1382.85119450761,6,43,organic_search
10/24/17 10:54 AM,01/18/21 11:23 AM,,active,6.29.6, Gonçalves,AC,Monte Azul,01/18/21 11:23 AM,212.931582319097,5,638.79474695729,3,31,telegram_whatsapp
06/28/17 01:20 PM,01/03/21 11:23 AM,,active,5.34.7, da Rocha da Mata,RN,Nova Suíça,01/03/21 11:23 AM,221.384593405901,11,1549.69215384131,7,46,organic_search
03/06/19 04:24 PM,12/25/20 11:23 AM,,paused,3.10.14, Nascimento de Souza,TO,Vila Nova Cachoeirinha 3ª Seção,12/25/20 11:23 AM,171.851940078874,8,1890.37134086762,11,55,organic_search
03/22/17 06:36 AM,01/13/21 11:23 AM,,paused,4.29.7, Rodrigues das Pedras,PR,Pedreira Padro Lopes,01/13/21 11:23 AM,204.152637885396,6,2041.52637885396,10,36,organic_search
11/14/20 10:16 AM,01/29/21 11:23 AM,,active,2.16.8, Souza,RS,Aguas Claras,01/29/21 11:23 AM,206.368047141274,4,619.104141423823,3,20,direct
07/03/18 03:52 PM,01/13/21 11:23 AM,,active,4.26.0, Mendes da Prata,PR,Jardim América,01/13/21 11:23 AM,209.505366754229,7,1466.5375672796,7,36,telegram_whatsapp
07/02/18 05:53 PM,01/18/21 11:23 AM,,active,3.24.5, Rezende Grande,AP,Paulo Vi,01/18/21 11:23 AM,210.51558211427,4,1473.60907479989,7,31,direct
09/16/18 03:10 AM,01/13/21 11:23 AM,,active,5.33.7, Duarte,DF,Dom Joaquim,01/13/21 11:23 AM,201.445559872446,9,1007.22779936223,5,36,organic_search
10/08/19 09:15 PM,01/20/21 11:23 AM,,active,3.21.12, Nascimento,AP,Nova Esperança,01/20/21 11:23 AM,230.187243800977,11,920.748975203908,4,29,organic_search
10/24/19 06:35 PM,01/07/21 11:23 AM,,active,2.11.7, Moraes das Flores,PI,Vila Da Luz,01/07/21 11:23 AM,223.802210662911,11,671.406631988733,3,42,direct
08/31/19 07:45 AM,01/20/21 11:23 AM,,active,5.17.7, Rodrigues Verde,AP,Santa Cruz,01/20/21 11:23 AM,238.944338480476,3,1194.72169240238,5,29,organic_search
08/04/16 11:14 PM,01/05/21 11:23 AM,,active,4.34.5, da Conceição dos Dourados,PI,Marieta 1ª Seção,01/05/21 11:23 AM,243.332022116272,15,1459.99213269763,6,44,direct
01/14/21 02:58 AM,01/16/21 11:23 AM,,active,3.31.3, das Neves,PB,Cruzeiro,01/16/21 11:23 AM,218.659763318823,10,218.659763318823,1,33,direct
10/23/17 09:22 PM,01/23/21 11:23 AM,,active,5.52.5, Cavalcanti,RS,Palmeiras,01/23/21 11:23 AM,253.658326702305,5,760.974980106916,3,26,telegram_whatsapp
07/20/19 11:58 PM,01/19/21 11:23 AM,,active,4.43.11, da Rocha,MG,Vila Calafate,01/19/21 11:23 AM,190.790820846747,6,1144.74492508048,6,30,paid_search
01/08/17 01:48 PM,01/12/21 11:23 AM,,active,6.10.11, Cardoso,MT,Marçola,01/12/21 11:23 AM,215.77463339911,14,215.77463339911,1,37,crm
09/11/18 10:13 AM,01/14/21 11:23 AM,,active,3.30.7, Peixoto,PE,Barreiro,01/14/21 11:23 AM,203.40380706276,10,1017.0190353138,5,35,organic_search
09/14/16 03:29 AM,01/17/21 11:23 AM,,active,5.35.8, Dias das Pedras,RO,Cachoeirinha,01/17/21 11:23 AM,224.23113568961,7,1121.15567844805,5,32,direct
01/10/21 04:06 AM,01/10/21 11:23 AM,,active,4.18.10, Fogaça,RJ,Paulo Vi,01/10/21 11:23 AM,215.458710170168,11,215.458710170168,1,39,organic_search
10/21/16 03:13 AM,01/09/21 11:23 AM,,active,4.15.12, Monteiro,RO,Esperança,01/09/21 11:23 AM,244.240487996518,11,732.721463989554,3,40,direct
10/18/17 11:17 PM,01/15/21 11:23 AM,,active,3.19.9, Gomes,RO,Guaratã,01/15/21 11:23 AM,152.058190665167,5,456.174571995502,3,34,organic_search
05/17/17 11:08 AM,01/18/21 11:23 AM,,active,3.31.12, Fogaça de Gomes,RJ,São Benedito,01/18/21 11:23 AM,197.536718854984,8,1777.83046969486,9,31,crm
04/01/16 05:33 PM,01/28/21 11:23 AM,,paused,4.21.4, Barbosa,RO,Jardim Do Vale,01/28/21 11:23 AM,229.298958159589,10,2292.98958159589,10,21,organic_search
03/07/18 05:24 AM,01/07/21 11:23 AM,,active,2.48.6, Lopes,RS,Floramar,01/07/21 11:23 AM,204.29449822545,8,2247.23948047995,11,42,crm
02/20/16 09:14 AM,08/03/17 05:16 PM,08/03/17 05:16 PM,canceled,2.2.7, Santos,RN,Vila Boa Vista,12/05/16 12:52 AM,209.687109038204,11,1048.43554519102,5,1536,organic_search
03/07/16 05:28 PM,01/12/21 11:23 AM,,active,4.13.10, Ribeiro,AL,Mariano De Abreu,01/12/21 11:23 AM,174.147593515674,10,1915.62352867241,11,37,telegram_whatsapp
11/07/20 08:02 PM,01/14/21 11:23 AM,,active,3.19.3, Araújo de Minas,GO,Nova America,01/14/21 11:23 AM,153.305437408772,11,459.916312226317,3,35,organic_search
06/22/19 03:39 PM,01/16/21 11:23 AM,,active,4.19.7, Gonçalves de Jesus,SC,Alto Das Antenas,01/16/21 11:23 AM,219.99262888382,12,1539.94840218674,7,33,telegram_whatsapp
12/23/17 05:25 AM,01/11/21 11:23 AM,,active,3.42.6, Pinto Paulista,TO,Vila Nova Gameleira 3ª Seção,01/11/21 11:23 AM,209.682357127696,14,209.682357127696,1,38,paid_search
04/15/17 05:19 PM,01/11/21 11:23 AM,,active,4.18.6, Novaes,RN,Calafate,01/11/21 11:23 AM,213.81725901746,10,2138.1725901746,10,38,organic_search
07/28/18 09:30 AM,01/12/21 11:23 AM,,active,4.34.6, Rodrigues,GO,Novo São Lucas,01/12/21 11:23 AM,239.255828377726,10,1435.53497026636,6,37,organic_search
07/21/20 10:30 AM,01/12/21 11:23 AM,,active,3.42.8, Ferreira,TO,Vila Paris,01/12/21 11:23 AM,241.314742854881,10,1447.88845712929,6,37,none
03/07/16 09:26 AM,01/17/21 11:23 AM,,active,4.17.9, Moura de Dias,TO,Vila Vista Alegre,01/17/21 11:23 AM,217.954050200448,8,2397.49455220493,11,32,direct
07/31/17 03:09 PM,01/21/21 11:23 AM,,active,3.40.7, Farias Verde,SP,Engenho Nogueira,01/21/21 11:23 AM,233.40072489434,11,1400.40434936604,6,28,telegram_whatsapp
06/29/16 06:12 PM,08/14/16 09:07 PM,08/14/16 09:07 PM,canceled,4.22.7, Nunes,MS,Jardim Atlântico,08/10/16 03:38 PM,207.941862689989,11,207.941862689989,1,1652,crm
05/16/17 01:05 PM,01/17/21 11:23 AM,,active,1.39.8, Araújo da Prata,PA,Apolonia,01/17/21 11:23 AM,238.186702898879,9,2143.68032608991,9,32,direct
08/10/17 08:24 AM,01/16/21 11:23 AM,,active,3.34.11, da Luz,MA,Nossa Senhora De Fátima,01/16/21 11:23 AM,255.005380737138,10,1530.03228442283,6,33,organic_search
11/11/19 12:32 AM,01/27/21 11:23 AM,,paused,5.28.7, Monteiro,PR,Morro Dos Macacos,01/27/21 11:23 AM,228.557530735613,7,685.672592206839,3,22,direct
03/21/20 03:05 AM,01/10/21 11:23 AM,,active,4.32.8, Carvalho de Rezende,RN,São Gabriel,01/10/21 11:23 AM,248.571325592311,10,2485.71325592311,10,39,direct
07/22/16 11:07 AM,01/16/21 11:23 AM,,active,5.36.7, Campos,PI,Liberdade,01/16/21 11:23 AM,224.500234523832,8,1347.00140714299,6,33,organic_search
08/23/16 04:08 PM,01/18/21 11:23 AM,,active,4.32.6, Novaes,RO,Vila Bandeirantes,01/18/21 11:23 AM,224.44974907588,8,1122.2487453794,5,31,direct
04/20/18 06:48 PM,01/17/21 11:23 AM,,active,4.22.4, Teixeira da Serra,RS,Bandeirantes,01/17/21 11:23 AM,220.535474082938,11,1984.81926674644,9,32,direct
06/10/17 07:33 AM,12/28/20 11:23 AM,,active,3.18.9, da Costa,GO,Jardim Felicidade,12/28/20 11:23 AM,183.580235095506,3,1468.64188076405,8,52,paid_search
06/28/19 12:46 PM,01/06/21 11:23 AM,,active,3.38.11, Santos de Minas,PA,Vila Paraíso,01/06/21 11:23 AM,212.638117188516,8,1488.46682031961,7,43,crm
09/17/17 08:19 AM,01/13/21 11:23 AM,,paused,5.51.9, da Conceição do Amparo,RS,Tres Marias,01/13/21 11:23 AM,220.810801438021,8,1104.05400719011,5,36,direct
